name,guard_name,modulo,estado
task_archive_task,web,Scheduling,usado
task_delete_task,web,Scheduling,usado
task_edit_task,web,Scheduling,usado
task_export_task,web,Scheduling,huerfano
task_filter_assigned_to,web,Scheduling,usado
task_filter_filter,web,Scheduling,usado
task_filter_partner,web,Scheduling,usado
task_filter_project,web,Scheduling,usado
task_filter_status,web,Scheduling,usado
task_view_archived_task,web,Scheduling,usado
task_view_full_task,web,Scheduling,usado
task_view_task,web,Scheduling,usado
templates_view_templates,web,"templates_* (heurístico, sin module.json)",huerfano
templatetask_add_templatetask,web,Scheduling,huerfano
templatetask_delete_templatetask,web,Scheduling,huerfano
templatetask_edit_templatetask,web,Scheduling,huerfano
templatetask_export_templatetask,web,Scheduling,huerfano
templatetask_view_templatetask,web,Scheduling,usado
test_item842_probe_b,web,"test_* (heurístico, sin module.json)",huerfano
test_item842_probe_c,web,"test_* (heurístico, sin module.json)",huerfano
test-voices,web,"test-* (heurístico, sin module.json)",usado
ticket_add_close,web,Tickets,usado
ticket_add_open,web,Tickets,usado
ticket_add_recycling,web,Tickets,usado
ticket_delete_close,web,Tickets,usado
ticket_delete_open,web,Tickets,usado
ticket_delete_recycling,web,Tickets,usado
ticket_edit_close,web,Tickets,usado
ticket_edit_open,web,Tickets,usado
ticket_edit_recycling,web,Tickets,usado
ticket_export_close,web,Tickets,usado
ticket_export_open,web,Tickets,usado
ticket_export_recycling,web,Tickets,usado
ticket_view_close,web,Tickets,usado
ticket_view_dashboard,web,Tickets,usado
ticket_view_open,web,Tickets,usado
ticket_view_recycling,web,Tickets,usado
torre.actividad.view,web,"torre.* (heurístico, sin module.json)",usado
torre.cola.ver,web,"torre.* (heurístico, sin module.json)",usado
torre.config.edit,web,"torre.* (heurístico, sin module.json)",usado
torre.config.view,web,"torre.* (heurístico, sin module.json)",usado
torre.salud.manage,web,"torre.* (heurístico, sin module.json)",usado
torre.terminales.editar_avatar,web,"torre.* (heurístico, sin module.json)",usado
translation_view_translation,web,"translation_* (heurístico, sin module.json)",huerfano
updates.apply,web,"updates.* (heurístico, sin module.json)",usado
usar-ia-chat,web,"usar-* (heurístico, sin module.json)",usado
user_add_user,web,"user_* (heurístico, sin module.json)",usado
user_delete_user,web,"user_* (heurístico, sin module.json)",usado
user_edit_user,web,"user_* (heurístico, sin module.json)",usado
user_permission_user,web,"user_* (heurístico, sin module.json)",usado
user_view_user,web,"user_* (heurístico, sin module.json)",usado
validate-integrations,web,"validate-* (heurístico, sin module.json)",usado
view_data_plan_promotion,web,"view_* (heurístico, sin module.json)",usado
view_sucursal,web,"view_* (heurístico, sin module.json)",usado
view-integration-logs,web,"view-* (heurístico, sin module.json)",usado
view-integrations,web,"view-* (heurístico, sin module.json)",usado
view-marketing-campaigns,web,"view-* (heurístico, sin module.json)",usado
view-publication-metrics,web,"view-* (heurístico, sin module.json)",usado
view-publishing-dashboard,web,"view-* (heurístico, sin module.json)",usado
view-video-content,web,"view-* (heurístico, sin module.json)",usado
view-video-templates,web,"view-* (heurístico, sin module.json)",usado
vlan_add,web,"vlan_* (heurístico, sin module.json)",usado
voip.extensiones.create,web,"voip.* (heurístico, sin module.json)",usado
voip.extensiones.delete,web,"voip.* (heurístico, sin module.json)",usado
voip.extensiones.edit,web,"voip.* (heurístico, sin module.json)",usado
voip.extensiones.provision,web,"voip.* (heurístico, sin module.json)",usado
voip.extensiones.test,web,"voip.* (heurístico, sin module.json)",usado
voip.extensiones.view,web,"voip.* (heurístico, sin module.json)",usado
voip.grupos.create,web,"voip.* (heurístico, sin module.json)",usado
voip.grupos.delete,web,"voip.* (heurístico, sin module.json)",usado
voip.grupos.edit,web,"voip.* (heurístico, sin module.json)",usado
voip.grupos.view,web,"voip.* (heurístico, sin module.json)",usado
voip.ia-bot.config,web,"voip.* (heurístico, sin module.json)",usado
voip.ia-bot.kb,web,"voip.* (heurístico, sin module.json)",usado
voip.ia-bot.leads,web,"voip.* (heurístico, sin module.json)",usado
voip.ia-bot.view,web,"voip.* (heurístico, sin module.json)",usado
voip.troncales.create,web,VoIP,usado
voip.troncales.delete,web,VoIP,usado
voip.troncales.edit,web,VoIP,usado
voip.troncales.provision,web,VoIP,usado
voip.troncales.test,web,VoIP,usado
voip.troncales.view,web,VoIP,usado
voip.view,web,VoIP,usado
warroom.action_items.assign,web,"War Room Ejecutivo",usado
warroom.insights.regenerate,web,"War Room Ejecutivo",usado
warroom.meeting.create,web,"War Room Ejecutivo",usado
warroom.meeting.delete,web,"War Room Ejecutivo",usado
warroom.meeting.moderate,web,"War Room Ejecutivo",usado
warroom.snapshots.regenerate,web,"War Room Ejecutivo",usado
warroom.view,web,"War Room Ejecutivo",usado
whatsapp_manage_functions,web,"WhatsApp Agent",usado
whatsapp_manage_instances,web,"WhatsApp Agent",usado
whatsapp_send_messages,web,"WhatsApp Agent",usado
whatsapp_use_ia,web,"WhatsApp Agent",usado
whatsapp_view_conversations,web,"WhatsApp Agent",usado
whatsapp_view_logs,web,"WhatsApp Agent",usado
zone_add,web,"zone_* (heurístico, sin module.json)",usado
